"","Date","Tav","dprcp","hil_ind","Elevation","dayl","Tma","Pma","simSWE","dSWE","dSWElag"
"4023",2007-09-06,-3.68333536783852,3.96900007326622,194,2536,13.1326422313826,-3.80000559488921,52.8810001036618,0,0,0
"4024",2007-09-07,0.154167429606143,1.32299997640075,194,2536,13.0783545622259,-8.37500381469716,54.2040000800626,0,0,0
"4025",2007-09-08,2.30833587646487,0,194,2536,13.0239523064878,-9.95000076293934,34.8269999507466,0,0,0
"4026",2007-09-09,1.58749796549481,0,194,2536,12.9694425393139,-5.0625025431314,5.29200004966697,0,0,0
"4027",2007-09-10,3.90541610717776,0.406999993720092,194,2536,12.9148321234679,4.27208201090506,5.69900004338706,0,0,0
"4028",2007-09-11,-0.70000305175779,28.9230003487319,194,2536,12.8601277238234,7.25541432698579,30.6530003188527,0,0,0
"4029",2007-09-12,4.52500305175784,0,194,2536,12.8053358219494,11.6262499491375,29.330000342452,0,0,0
"4030",2007-09-13,6.08333485921226,0,194,2536,12.75046273078,15.4012489318849,29.330000342452,0,0,0
"4031",2007-09-14,6.01249847412112,0,194,2536,12.6955146093647,19.8262494405112,29.330000342452,0,0,0
"4032",2007-09-15,5.8083320617676,2.1980000041367,194,2536,12.6404974776918,21.729165395101,31.1210003528686,0,0,0
"4033",2007-09-16,8.19166590372724,0,194,2536,12.5854172315841,30.6208343505861,2.1980000041367,0,0,0
"4034",2007-09-17,6.84583689371747,0.802999996813014,194,2536,12.5302796576631,32.9416681925457,3.00100000094971,0,0,0
"4035",2007-09-18,0.466666158040387,62.1090004904545,194,2536,12.4750904483822,27.3249994913738,65.1100004914042,0,0,0
"4036",2007-09-19,-3.12916539510089,0,194,2536,12.4198552171277,18.1833356221518,65.1100004914042,0,0,0
"4037",2007-09-20,1.77625172932945,0,194,2536,12.3645795133904,14.1512552897137,62.9120004872675,0,0,0
"4038",2007-09-21,5.40000178019208,0,194,2536,12.3092688380075,11.3595911661785,62.9120004872675,0,0,0
"4039",2007-09-22,7.15000050862632,0,194,2536,12.2539286584786,11.6637547810873,62.1090004904545,0,0,0
"4040",2007-09-23,7.25416717529299,0,194,2536,12.198564424358,18.45125579834,0,0,0,0
"4041",2007-09-24,6.69999847412112,0,194,2536,12.1431815827269,28.280419667562,0,0,0,0
"4042",2007-09-25,0.77500178019208,5.46999987418531,194,2536,12.0877855937483,27.2791697184246,5.46999987418531,0,0,0
"4043",2007-09-26,-3.57499923706052,18.9389999679406,194,2536,12.0323819463082,18.304168701172,24.4089998421259,0,0,0
"4044",2007-09-27,-3.7958307902018,0.861999990593176,194,2536,11.9769761737475,7.35833740234387,25.2709998327191,0,0,0
"4045",2007-09-28,-2.96666946411131,18.2459999887215,194,2536,11.9215738696859,-2.86249923706043,43.5169998214406,0,0,0
"4046",2007-09-29,-0.499998474121071,0,194,2536,11.8661807039422,-10.0624961853026,43.5169998214406,0,0,0
"4047",2007-09-30,2.45833358764651,0.510999996186001,194,2536,11.8108024385534,-8.37916437784819,38.5579999434413,0,0,0
"4048",2007-10-01,6.17499821980797,0,194,2536,11.7554449438927,1.3708330790203,19.6189999755007,0,0,0
"4049",2007-10-02,7.8833315531413,0.716999993892387,194,2536,11.7001142148892,13.0499954223634,19.4739999787999,0,0,0
"4050",2007-10-03,8.62916590372724,0,194,2536,11.644816387349,24.6458307902019,1.22799999007839,0,0,0
"4051",2007-10-04,5.80833460489911,17.332000046008,194,2536,11.5895577543747,30.9541638692221,18.5600000360864,0,0,0
"4052",2007-10-05,8.23333384195966,0,194,2536,11.5343447828843,36.7291641235353,18.0490000399004,0,0,0
"4053",2007-10-06,5.1208320617676,0.741000015113968,194,2536,11.4791841302217,35.6749979654949,18.7900000550144,0,0,0
"4054",2007-10-07,3.88333409627281,0,194,2536,11.4240826608569,31.6750005086264,18.073000061122,0,0,0
"4055",2007-10-08,3.70416666666669,0,194,2536,11.3690474631664,26.7500012715659,18.073000061122,0,0,0
"4056",2007-10-09,1.24166768391929,0,194,2536,11.3140858662848,22.183334350586,0.741000015113968,0,0,0
"4057",2007-10-10,0.137499745686872,0,194,2536,11.2592054570165,14.0875002543133,0.741000015113968,0,0,0
"4058",2007-10-11,2.21249923706057,0,194,2536,11.2044140967939,11.1791674296062,0,0,0,0
"4059",2007-10-12,2.67916768391929,0,194,2536,11.1497199386635,9.97500101725271,0,0,0,0
"4060",2007-10-13,2.72500254313153,0,194,2536,11.0951314442837,8.99583689371755,0,0,0,0
"4061",2007-10-14,6.74166895548505,0,194,2536,11.040657400908,14.4958381652833,0,0,0,0
"4062",2007-10-15,7.60833638509117,0,194,2536,10.986306938331,21.9666748046876,0,0,0,0
"4063",2007-10-16,6.22500000000002,0,194,2536,10.9320895457654,25.9791755676271,0,0,0,0
"4064",2007-10-17,3.35416564941409,0,194,2536,10.878015088619,26.6541735331219,0,0,0,0
"4065",2007-10-18,-3.62083409627276,10.7359998495667,194,2536,10.824093825132,20.3083368937176,10.7359998495667,0,0,0
"4066",2007-10-19,-8.72916768391925,0.267999999050517,194,2536,10.770336422836,4.83750025431327,11.0039998486172,0,0,0
"4067",2007-10-20,-11.2208338419596,0.573000010626856,194,2536,10.7167539747866,-13.9916699727375,11.5769998592441,0,0,0
"4068",2007-10-21,-11.4000025431315,1.01599999034079,194,2536,10.6633580155208,-31.616672515869,12.5929998495849,0,0,0
"4069",2007-10-22,-9.84166819254555,0,194,2536,10.6101605366827,-44.8125063578287,12.5929998495849,0,0,0
"4070",2007-10-23,-1.94999796549477,0,194,2536,10.5571740022576,-43.1416702270507,1.85700000001816,0,0,0
"4071",2007-10-24,-3.46249999999998,0.111999998625834,194,2536,10.504411363349,-37.8750025431314,1.70099999959348,0,0,0
"4072",2007-10-25,-2.48749898274737,0,194,2536,10.4518860724271,-29.1416676839192,1.12799998896662,0,0,0
"4073",2007-10-26,0.054170227050804,0,194,2536,10.3996120969722,-17.6874949137369,0.111999998625834,0,0,0
"4074",2007-10-27,0.945834096272809,0,194,2536,10.3476039324314,-6.89999262491851,0.111999998625834,0,0,0
"4075",2007-10-28,-0.27916819254555,0,194,2536,10.2958766143994,-5.22916285196929,0.111999998625834,0,0,0
"4076",2007-10-29,1.99166514078778,0,194,2536,10.244445729931,0.225002288818473,0,0,0,0
"4077",2007-10-30,-3.19999923706052,1.54399998573354,194,2536,10.1933274278852,-0.487497965494677,1.54399998573354,0,0,0
"4078",2007-10-31,-2.65833257039386,0.105000002804445,194,2536,10.1425384281952,-3.20000076293934,1.64899998853799,0,0,0
"4079",2007-11-01,1.35417073567711,0,194,2536,10.0920960299555,-2.79166412353504,1.64899998853799,0,0,0
"4080",2007-11-02,3.96666488647463,0,194,2536,10.0420181182081,1.45416895548514,1.64899998853799,0,0,0
"4081",2007-11-03,4.12500025431317,0,194,2536,9.99232316930774,3.58750406901053,1.64899998853799,0,0,0
"4082",2007-11-04,-0.491665903727191,0,194,2536,9.94303025474125,6.29583740234386,0.105000002804445,0,0,0
"4083",2007-11-05,0.645832316080752,0,194,2536,9.89415904326929,9.60000228881847,0,0,0,0
"4084",2007-11-06,-5.77083307902016,12.7540000481531,194,2536,9.84572980125866,2.4749984741212,12.7540000481531,0,0,0
"4085",2007-11-07,-7.22083384195961,9.91000000212807,194,2536,9.79776339106747,-8.71250025431304,22.6640000502812,0,0,0
"4086",2007-11-08,-4.3958318074544,4.22299993660999,194,2536,9.75028126734484,-17.2333323160806,26.8869999868912,0,0,0
"4087",2007-11-09,-9.62083536783852,58.7310004077153,194,2536,9.7033054711047,-26.3625017801919,85.6180003946065,0,0,0
"4088",2007-11-10,-9.63458480834959,115.387000597548,194,2536,9.65685862143322,-36.6429189046223,201.005000992154,0,0,0
"4089",2007-11-11,-5.37083663940427,45.3910003576311,194,2536,9.61096390469029,-36.2429224650064,233.642001301632,0,0,0
"4090",2007-11-12,-10.7624992370605,26.6079999972135,194,2536,9.56564506106716,-39.7845878601073,250.340001296718,0,0,0
"4091",2007-11-13,-12.5583340962728,1.24399999549496,194,2536,9.52092636836657,-47.9470901489257,247.361001355603,0,0,0
"4092",2007-11-14,-10.6750015258789,21.1450001515914,194,2536,9.47683262287603,-49.0012563069661,209.775001099479,0,0,0
"4093",2007-11-15,-15.4958353678385,1.67000000219559,194,2536,9.43338911721232,-54.862506866455,96.0580005041266,0,0,0
"4094",2007-11-16,-12.2958346048991,0,194,2536,9.39062161502347,-61.7875048319498,50.6670001464955,0,0,0
"4095",2007-11-17,-10.0333338419596,0,194,2536,9.34855632244513,-61.0583394368489,24.0590001492819,0,0,0
"4096",2007-11-18,-7.0166674296061,0,194,2536,9.30721985622091,-55.5166727701822,22.815000153787,0,0,0
"4097",2007-11-19,-2.94583358764646,0,194,2536,9.26663920841069,-47.7875048319498,1.67000000219559,0,0,0
"4098",2007-11-20,-0.129166666666644,0,194,2536,9.22684170762797,-32.4208361307779,0,0,0,0
"4099",2007-11-21,0.64999923706057,0,194,2536,9.18785497676645,-19.4750022888182,0,0,0,0
"4100",2007-11-22,0.391667938232445,0,194,2536,9.14970688719706,-9.05000050862619,0,0,0,0
"4101",2007-11-23,-0.395834350585915,4.40700005783583,194,2536,9.1124255094408,-2.429167429606,4.40700005783583,0,0,0
"4102",2007-11-24,-1.88333231608071,4.50000005657785,194,2536,9.0760390603479,-1.36666615804025,8.90700011441368,0,0,0
"4103",2007-11-25,-4.37499974568683,0.603000007686205,194,2536,9.04057584684212,-5.61249923706044,9.51000012209989,0,0,0
"4104",2007-11-26,-10.140416208903,2.31100000310107,194,2536,9.00606420631848,-16.402914683024,11.821000125201,0,0,0
"4105",2007-11-27,-8.52500254313149,0,194,2536,8.97253244381452,-25.3195851643879,11.821000125201,0,0,0
"4106",2007-11-28,-1.27916437784828,0,194,2536,8.94000876610797,-26.2029151916503,7.41400006736512,0,0,0
"4107",2007-11-29,-2.35416641235349,0,194,2536,8.90852121292827,-26.6737492879231,2.91400001078727,0,0,0
"4108",2007-11-30,-4.68750101725258,0.657999987015501,194,2536,8.87809758550426,-26.9862505594888,2.96899999011657,0,0,0
"4109",2007-12-01,-1.74999974568683,0,194,2536,8.84876537270628,-18.5958340962727,0.657999987015501,0,0,0
"4110",2007-12-02,-4.30416463216144,0,194,2536,8.82055167507658,-14.3749961853026,0.657999987015501,0,0,0
"4111",2007-12-03,-7.49999847412107,28.0100000003586,194,2536,8.79348312707705,-20.5958302815754,28.6679999873741,0,0,0
"4112",2007-12-04,-9.88333485921222,46.5379999863217,194,2536,8.76758581791788,-28.1249987284341,75.2059999736958,0,0,0
"4113",2007-12-05,-1.8333318074544,1.13499999133637,194,2536,8.74288521136341,-25.270829518636,75.6829999780167,0,0,0
"4114",2007-12-06,-3.63750432332355,1.4710000003106,194,2536,8.71940606494225,-27.1583340962727,77.1539999783273,0,0,0
"4115",2007-12-07,-2.1999941507975,22.7090002554178,194,2536,8.69717234901663,-25.0541636149087,99.8630002337451,0,0,0
"4116",2007-12-08,-8.90416819254555,10.2269999784767,194,2536,8.6762071661909,-26.4583333333332,82.0800002118632,0,0,0
"4117",2007-12-09,-7.21249999999998,0.300000003335299,194,2536,8.65653267155987,-23.787498474121,35.8420002288768,0,0,0
"4118",2007-12-10,-8.39583307902016,1.5030000176921,194,2536,8.63816999431405,-30.3499997456867,36.2100002552325,0,0,0
"4119",2007-12-11,-9.54166768391925,20.548999858147,194,2536,8.62113916123048,-36.2541631062824,55.2880001130689,0,0,0
"4120",2007-12-12,-10.1041651407877,0.961999991704943,194,2536,8.60545902258384,-44.1583340962726,33.540999849356,0,0,0
"4121",2007-12-13,-8.34166946411131,0,194,2536,8.59114718101294,-43.5958353678384,23.3139998708793,0,0,0
"4122",2007-12-14,-9.45000178019203,0,194,2536,8.57821992387155,-45.8333371480305,23.013999867544,0,0,0
"4123",2007-12-15,-12.5833330790202,0,194,2536,8.56669215958071,-50.0208371480305,21.5109998498519,0,0,0
"4124",2007-12-16,-12.5083335876465,0,194,2536,8.55657735848088,-52.9875030517577,0.961999991704943,0,0,0
"4125",2007-12-17,-10.6333348592122,0,194,2536,8.54788749865727,-53.5166727701822,0,0,0,0
"4126",2007-12-18,-6.73333333333331,0,194,2536,8.54063301718031,-51.9083366394042,0,0,0,0
"4127",2007-12-19,-5.3291674296061,0,194,2536,8.53482276716608,-47.7875022888183,0,0,0,0
"4128",2007-12-20,-2.55000025431313,0,194,2536,8.5304639810183,-37.7541694641112,0,0,0,0
"4129",2007-12-21,-2.68333282470701,0,194,2536,8.52756224016532,-27.9291687011718,0,0,0,0
"4130",2007-12-22,-4.90833257039386,0,194,2536,8.52612145155302,-22.2041664123534,0,0,0,0
"4131",2007-12-23,-4.90833257039386,0,194,2536,8.52614383109774,-20.379165649414,0,0,0,0
"4132",2007-12-24,-5.15833384195961,0,194,2536,8.52762989424401,-20.2083320617675,0,0,0,0
"4133",2007-12-25,-5.99583155314125,0,194,2536,8.53057845370994,-23.6541633605956,0,0,0,0
"4134",2007-12-26,-5.63333485921222,0,194,2536,8.53498662444025,-26.6041653951008,0,0,0,0
"4135",2007-12-27,-6.31666666666664,0,194,2536,8.54084983572355,-28.0124994913736,0,0,0,0
"4136",2007-12-28,-3.47500203450519,0,194,2536,8.54816185036797,-26.5791689554849,0,0,0,0
"4137",2007-12-29,-2.8416669209798,0,194,2536,8.55691479076799,-24.2625020345051,0,0,0,0
"4138",2007-12-30,-9.07916615804034,1.4900000198395,194,2536,8.56709917163701,-27.3458366394042,1.4900000198395,0,0,0
"4139",2007-12-31,-12.5750005086263,0.0990000007732306,194,2536,8.57870393912488,-34.2875022888183,1.58900002061273,0,0,0
"4140",2008-01-01,-10.9625,0,194,2536,8.59591353979197,-38.9333356221516,1.58900002061273,0,0,0
"4141",2008-01-02,-11.0208343505859,0,194,2536,8.61073708382389,-46.4791679382323,1.58900002061273,0,0,0
"4142",2008-01-03,-8.57500178019203,0,194,2536,8.62693398974743,-52.2125027974446,1.58900002061273,0,0,0
"4143",2008-01-04,-5.57083485921222,0,194,2536,8.64448703973345,-48.7041714986165,0.0990000007732306,0,0,0
"4144",2008-01-05,-5.08750254313149,0.139999995008111,194,2536,8.66337774606203,-41.2166735331216,0.139999995008111,0,0,0
"4145",2008-01-06,-5.60833206176756,15.1469999611436,194,2536,8.68358642120179,-35.8625055948892,15.2869999561517,0,0,0
"4146",2008-01-07,-4.16249694824216,8.51299984351499,194,2536,8.70509225101916,-29.0041681925455,23.7999997996667,0,0,0
"4147",2008-01-08,-6.21666692097979,0,194,2536,8.72787337058377,-26.6458333333332,23.7999997996667,0,0,0
"4148",2008-01-09,-4.01249796549477,0,194,2536,8.75190694203419,-25.0874964396158,23.7999997996667,0,0,0
"4149",2008-01-10,-3.54999898274737,0,194,2536,8.77716923397291,-23.5499928792317,23.6599998046586,0,0,0
"4150",2008-01-11,-3.35833460489907,0,194,2536,8.80363570186866,-21.2999954223632,8.51299984351499,0,0,0
"4151",2008-01-12,-6.15833384195961,14.2330001035589,194,2536,8.83128106895932,-23.2958323160806,14.2330001035589,0,0,0
"4152",2008-01-13,-5.88333231608071,0,194,2536,8.86007940716796,-22.9624977111815,14.2330001035589,0,0,0
"4153",2008-01-14,-6.27499745686847,0,194,2536,8.8900042175682,-25.2249972025552,14.2330001035589,0,0,0
"4154",2008-01-15,-5.87916666666664,0.168000004487112,194,2536,8.92102850996172,-27.5541648864745,14.401000108046,0,0,0
"4155",2008-01-16,-6.08749872843422,2.5249999773223,194,2536,8.95312488116106,-30.2833290100097,16.9260000853683,0,0,0
"4156",2008-01-17,-6.97499694824216,0.211000005947426,194,2536,8.98626559160258,-31.0999921162922,2.90399998775684,0,0,0
"4157",2008-01-18,-4.98333587646482,4.12600002164254,194,2536,9.02042263994866,-30.1999956766763,7.03000000939938,0,0,0
"4158",2008-01-19,-0.924997711181618,0,194,2536,9.05556783537278,-24.8499959309895,7.03000000939938,0,0,0
"4159",2008-01-20,2.32916412353518,0,194,2536,9.09167286725735,-16.6416651407876,6.86200000491227,0,0,0
"4160",2008-01-21,1.88750101725263,0,194,2536,9.12870937206912,-8.66666539510079,4.33700002758997,0,0,0
"4161",2008-01-22,-7.24999847412107,34.2659999572788,194,2536,9.16664899721303,-8.9416669209797,38.3919999789213,0,0,0
"4162",2008-01-23,-8.28333257039386,0.100000001111766,194,2536,9.20546346169951,-12.2416636149087,34.3659999583906,0,0,0
"4163",2008-01-24,0.224998728434268,0,194,2536,9.24512461349393,-11.0916671752929,34.3659999583906,0,0,0
"4164",2008-01-25,-4.53749949137368,0.830000019050203,194,2536,9.28560448344895,-17.9583307902017,35.1959999774408,0,0,0
"4165",2008-01-26,-1.65416692097979,0,194,2536,9.32687533575081,-21.4999987284341,35.1959999774408,0,0,0
"4166",2008-01-27,-2.42916590372719,0,194,2536,9.36890971483927,-16.6791661580403,0.930000020161969,0,0,0
"4167",2008-01-28,0.945832824707054,0,194,2536,9.41168048878728,-7.45000076293934,0.830000019050203,0,0,0
"4168",2008-01-29,1.7333325703939,0,194,2536,9.45516088915069,-5.94166692097971,0.830000019050203,0,0,0
